,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
669,The Notebook,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",Drama,2004,123,7.8,53,545958,81
670,Diarios de motocicleta,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,Adventure,2004,126,7.8,75,99625,16.76
671,Lilja 4-ever,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",Crime,2002,109,7.8,82,44584,0.18
672,Les triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Animation,2003,80,7.8,91,53487,7
673,Gongdong gyeongbi guyeok JSA,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",Action,2000,110,7.8,58,28741,0
674,Waking Life,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Animation,2001,99,7.8,83,62839,2.89
675,Remember the Titans,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Biography,2000,113,7.8,48,206848,115.65
676,Wo hu cang long,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Action,2000,120,7.8,94,262405,128.08
677,Cast Away,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Adventure,2000,143,7.8,73,560243,233.63
678,The Insider,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,Biography,1999,157,7.8,84,167021,28.97
679,October Sky,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Biography,1999,108,7.8,71,87734,32.48
680,Titanic,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",Drama,1997,194,7.8,75,1107570,659.33
681,Ta'm e guilass,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Drama            ,1997,95,7.8,80,28048,0.31
682,Hana-bi,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",Crime,1997,103,7.8,0,29580,0.23
683,Gattaca,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,Drama,1997,106,7.8,64,292480,12.34
684,Breaking the Waves,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Drama            ,1996,159,7.8,76,65156,4.04
685,Ed Wood,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",Biography,1994,127,7.8,70,171803,5.89
686,Tombstone,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",Action,1993,130,7.8,50,138116,56.51
687,The Sandlot,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",Comedy,1993,101,7.8,55,85901,32.42
688,The Remains of the Day,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,Drama,1993,134,7.8,86,70794,22.95
689,Naked,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Comedy,1993,131,7.8,84,37656,1.77
690,The Fugitive,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",Action,1993,130,7.8,87,281893,183.88
691,A Bronx Tale,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,Crime,1993,121,7.8,80,135415,17.27
692,Batman: Mask of the Phantasm,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,Animation,1993,76,7.8,0,47204,5.62
693,Lat sau san taam,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,Action,1992,128,7.8,0,49074,0
694,La double vie de Véronique,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Drama,1991,98,7.8,86,46191,2
695,Boyz n the Hood,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Crime,1991,112,7.8,76,134594,57.5
696,Yume,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,Drama,1990,119,7.8,0,25541,1.96
697,Misery,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Drama,1990,107,7.8,75,197988,61.28
698,Awakenings,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Biography,1990,121,7.8,74,134721,52.1
699,Glory,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Biography,1989,122,7.8,78,130881,26.83
700,Dip huet seung hung,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,Action,1989,111,7.8,82,47388,0
701,Back to the Future Part II,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Adventure,1989,108,7.8,57,506541,118.5
702,Mississippi Burning,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,Crime,1988,128,7.8,65,95944,34.6
703,Predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Action,1987,107,7.8,45,391253,59.74
704,Ferris Bueller's Day Off,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",Comedy            ,1986,103,7.8,61,339515,70.14
705,The Goonies,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Adventure,1985,114,7.8,62,258965,61.5
706,The Color Purple,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,Drama            ,1985,154,7.8,78,83128,98.47
707,The Breakfast Club,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,Comedy,1985,97,7.8,66,376395,45.88
708,The Killing Fields,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Biography,1984,141,7.8,76,54213,34.7
709,Ghostbusters,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Action,1984,105,7.8,71,386927,238.63
710,The Right Stuff,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Adventure,1983,193,7.8,91,59899,21.5
711,The King of Comedy,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Comedy,1982,109,7.8,73,97606,2.5
712,E.T. the Extra-Terrestrial,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,Adventure,1982,115,7.8,91,390881,435.11
713,Kramer vs. Kramer,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",Drama            ,1979,105,7.8,77,140240,106.26
714,Days of Heaven,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,Drama,1978,94,7.8,93,56138,0
715,The Outlaw Josey Wales,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Western            ,1976,135,7.8,69,70776,31.8
716,The Man Who Would Be King,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",Adventure,1975,129,7.8,91,47543,0
717,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",Drama,1974,113,7.8,85,107006,4.42
718,La planète sauvage,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",Animation,1973,72,7.8,73,28813,0.19
719,The Day of the Jackal,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",Crime,1973,143,7.8,80,39595,16.06
720,Badlands,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,Action,1973,94,7.8,93,70508,0
721,Cabaret,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Drama,1972,124,7.8,80,52536,42.77
