,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
241,12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Biography,2013,134,8.1,96        ,706837,56.67
242,Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Adventure,2007,148,8.1,73        ,628178,18.35
243,The Sound of Music,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,Biography,1965,172,8.1,63        ,239799,163.21
244,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Biography,I) (,129,8.1,93        ,474800,45.06
245,The Deer Hunter,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,Drama,1978,183,8.1,86        ,342508,48.98
246,Salinui chueok,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Crime,2003,131,8.1,82        ,189314,0.01
247,"Monsters, Inc.","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",Animation,2001,92,8.1,79        ,917309,289.92
248,How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",Animation,2010,98,8.1,75        ,747840,217.58
249,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Drama,1986,120,8.1,92        ,418145,138.53
250,Hachi: A Dog's Tale,A college professor bonds with an abandoned dog he takes into his home.,Biography,2009,93,8.1,0,289616,
251,Fa Yeung Nin Wah,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Drama,2000,98,8.1,86        ,153293,2.73
252,Rush,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Action,I) (,123,8.1,74        ,484575,26.95
253,Million Dollar Baby,A determined woman works with a hardened boxing trainer to become a professional.,Drama,2004,132,8.1,86        ,692287,100.49
254,Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Drama,2004,80,8.1,90        ,268396,5.82
255,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Drama            ,2008,116,8.1,72        ,781134,148.1
256,Tonari no Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Animation,1988,86,8.1,86        ,344563,1.11
257,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,Comedy,2014,122,8.1,77        ,201426,3.11
258,Barry Lyndon,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Adventure,1975,185,8.1,89        ,170890,
259,The Man Who Shot Liberty Valance,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,Drama,1962,123,8.1,94        ,77600,0.0
260,Stalker,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Drama,1979,162,8.1,0,136336,0.23
261,La haine,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Crime,1995,98,8.1,0,177237,0.31
262,Ben-Hur,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",Adventure,1959,212,8.1,90        ,241721,74.7
263,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,Animation,1999,86,8.1,85        ,203261,23.16
264,"Paris, Texas","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Drama            ,1984,145,8.1,81        ,108512,2.18
265,Det sjunde inseglet,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Drama,1957,96,8.1,88        ,187257,
266,Koe no katachi,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Animation,2016,130,8.1,78        ,85157,0.0
267,Amores perros,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Drama,2000,154,8.1,83        ,243026,5.38
268,Cool Hand Luke,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Crime,1967,127,8.1,92        ,179179,16.22
269,In the Name of the Father,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Biography,1993,133,8.1,84        ,177393,25.01
270,Persona,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Drama,1966,85,8.1,86        ,121195,
271,On the Waterfront,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Crime,1954,108,8.1,91        ,156647,9.6
272,Network,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",Drama            ,1976,121,8.1,83        ,161385,
273,Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",Biography,2004,121,8.1,79        ,358630,23.53
274,Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Drama,1940,130,8.1,86        ,138835,4.36
275,Mary and Max.,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",Animation,2009,92,8.1,0,178938,
276,The Best Years of Our Lives,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",Drama,1946,170,8.1,93        ,65925,23.65
277,PK,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,Comedy,2014,153,8.1,0,190599,10.62
278,The Third Man,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Film-Noir,1949,104,8.1,97        ,173283,0.45
279,Bajrangi Bhaijaan,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,Action,2015,163,8.1,0,90192,8.18
280,It Happened One Night,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",Comedy,1934,105,8.1,87        ,105596,4.36
281,The Grapes of Wrath,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",Drama            ,1940,129,8.1,96        ,94766,0.06
282,Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",Comedy,1973,102,8.1,77        ,48878,30.93
283,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,Animation,1997,87,8.1,0,56804,0.0
284,Festen,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Drama            ,1998,105,8.1,82        ,88641,1.65
285,Trois couleurs: Rouge,A model discovers a retired judge is keen on invading people's privacy.,Drama,1994,99,8.1,100        ,104928,4.04
286,Les quatre cents coups,"A young boy, left without attention, delves into a life of petty crime.",Crime,1959,99,8.1,0,120049,
287,The Red Shoes,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,Drama,1948,135,8.1,0,36167,10.9
288,Fanny och Alexander,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",Drama            ,1982,188,8.1,100        ,64907,4.97
289,Inherit the Wind,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",Biography,1960,128,8.1,75        ,30954,0.0
290,Ba wang bie ji,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,Drama,1993,171,8.1,83        ,30112,5.22
291,Smultronstället,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Drama,1957,91,8.1,88        ,108493,
292,Underground,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",Comedy,1995,170,8.1,79        ,59147,0.17
293,Yi yi,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,Drama,2000,173,8.1,94        ,25532,1.14
294,The Message,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Biography,1976,177,8.1,0,48397,0.0
295,A Woman Under the Influence,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",Drama,1974,155,8.1,88        ,26159,13.34
296,Kis Uykusu,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,Drama            ,2014,196,8.1,88        ,52508,0.17
297,The General,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",Action,1926,67,8.1,0,92555,1.03
298,Lagaan: Once Upon a Time in India,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,Drama,2001,224,8.1,84        ,115831,0.07
299,Andrei Rublev,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Biography,1966,205,8.1,0,54523,0.1
300,Mr. Smith Goes to Washington,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",Comedy,1939,129,8.1,73        ,116536,9.6
301,Sunrise: A Song of Two Humans,"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he ends up rekindling his romance with his wife when she discovers their scheme.",Drama,1927,94,8.1,95        ,51597,0.54
302,The Gold Rush,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Adventure,1925,95,8.1,0,112501,5.45
303,Kumonosu-jô,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Drama,1957,110,8.1,0,53112,0.0
304,La battaglia di Algeri,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Drama,1966,121,8.1,96        ,61386,0.06
305,Jungfrukällan,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.",Drama            ,1960,89,8.1,0,29973,1.53
306,Kakushi-toride no san-akunin,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",Action,1958,139,8.1,89        ,39875,0.0
307,Ôkami kodomo no Ame to Yuki,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",Animation,2012,117,8.1,71        ,45998,0.0
308,Da hong denglong gaogao gua,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Drama,1991,125,8.1,0,33435,2.6
309,Les diaboliques,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Crime,1955,117,8.1,0,66756,1.09
310,Dil Chahta Hai,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Comedy,2001,183,8.1,0,73114,0.3
311,Munna Bhai M.B.B.S.,A gangster sets out to fulfill his father's dream of becoming a doctor.,Comedy,2003,156,8.1,0,83468,0.0
312,White Heat,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Action,1949,114,8.1,0,33735,0.0
313,Rang De Basanti,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Comedy,2006,167,8.1,0,119820,2.2
314,Chak De! India,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",Drama,2007,153,8.1,68        ,81482,1.11
315,Le notti di Cabiria,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Drama            ,1957,110,8.1,0,49828,0.75
316,Barfi!,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Comedy,2012,151,8.1,0,83172,2.8
317,Article 15,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Crime,2019,130,8.1,0,34549,0.0
318,Ace in the Hole,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",Drama,1951,111,8.1,72        ,36820,3.97
319,The Circus,The Tramp finds work and the girl of his dreams at a circus.,Comedy,1928,72,8.1,90        ,34434,0.0
320,Dom za vesanje,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",Comedy,1988,142,8.1,0,31346,0.28
321,Hera Pheri,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Action,2000,156,8.1,0,68229,0.0
322,Höstsonaten,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",Drama,1978,99,8.1,0,35260,0.0
323,Masaan,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",Drama            ,2015,109,8.1,0,28764,0.0
324,Talvar,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,Crime,2015,132,8.1,0,36062,0.34
325,Mandariinid,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.",Drama,2013,87,8.1,73        ,47016,0.14
326,OMG: Oh My God!,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Comedy,2012,125,8.1,0,59975,0.92
327,Pink,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Crime,III),136,8.1,0,45970,1.24
328,La Grande Illusion,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",Drama,1937,113,8.1,0,37293,0.17
329,Sholay,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Action,1975,204,8.1,0,56517,0.0
330,Queen,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,Adventure,2013,146,8.1,0,66506,1.43
331,Udaan,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Drama            ,2010,134,8.1,0,45538,0.01
332,Du rififi chez les hommes,"Four men plan a technically perfect crime, but the human element intervenes...",Crime,1955,118,8.1,97        ,35188,0.06
333,Jean de Florette,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Comedy,1986,120,8.1,0,26360,4.94
334,A Wednesday,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Action,2008,104,8.1,0,79605,0.0
335,Sarfarosh,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",Action,1999,174,8.1,0,26054,0.0
336,Eskiya,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Crime,1996,128,8.1,0,70488,0.0
337,Kahaani,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Mystery,2012,122,8.1,0,63574,1.04
338,Black,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world.",Drama            ,2005,122,8.1,0,35282,0.73
339,Her Sey Çok Güzel Olacak,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ...                See full summary »",Comedy,1998,107,8.1,0,26004,0.0
340,Anand,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Drama,1971,122,8.1,0,34196,0.0
341,Everything Everywhere All at Once,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,Action,2022,139,8.0,81        ,322328,0.0
342,Dances with Wolves,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.",Adventure,1990,181,8.0,72        ,270145,184.21
343,Dune: Part One,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Action,2021,155,8.0,74        ,647904,108.33
344,Black Swan,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",Drama,2010,108,8.0,79        ,775883,106.95
345,Blade Runner 2049,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Action,2017,164,8.0,81        ,585250,92.05
346,La La Land,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Comedy,2016,128,8.0,94        ,599311,151.1
347,Guardians of the Galaxy,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,Action,2014,121,8.0,76        ,1189065,333.18
348,CODA,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.",Comedy,2021,111,8.0,72        ,138237,0.0
349,The Princess Bride,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Adventure,1987,98,8.0,77        ,431346,30.86
350,Her,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",Drama,2013,126,8.0,91        ,622568,25.57
351,The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,Action,2015,156,8.0,76        ,813982,183.64
352,The Avengers,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Action,2012,143,8.0,69        ,1399413,623.28
353,The Martian,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",Adventure,2015,144,8.0,80        ,864317,228.43
354,Sin City,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",Crime,2005,124,8.0,74        ,773844,74.1
355,Deadpool,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",Action,2016,108,8.0,65        ,1048143,363.07
356,Zack Snyder's Justice League,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Action,2021,242,8.0,54        ,403269,0.0
357,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Drama,2001,113,8.0,88        ,809039,1.48
358,Casino Royale,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Action,2006,144,8.0,80        ,663777,167.45
359,The Imitation Game,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",Biography,2014,114,8.0,71        ,777875,91.13
360,Zootopia,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",Animation,2016,108,8.0,78        ,506038,341.27
361,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Animation,2004,115,8.0,90        ,746593,261.44
362,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Drama,1991,189,8.0,72        ,159397,70.41
363,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Biography,2006,117,8.0,64        ,520037,163.57
364,Aladdin,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Animation,1992,90,8.0,86        ,426935,217.35
365,Soul,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",Animation,2020,100,8.0,83        ,335973,0.0
366,Rain Man,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",Drama            ,1988,133,8.0,65        ,519744,178.8
367,Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,Animation,1991,84,8.0,95        ,459119,218.97
368,Twelve Monkeys,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Mystery,1995,129,8.0,74        ,623179,57.14
369,Magnolia,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.",Drama            ,1999,188,8.0,78        ,316055,22.46
370,The Graduate,A disillusioned college graduate finds himself torn between his older lover and her daughter.,Comedy,1967,106,8.0,83        ,276625,104.95
371,Scent of a Woman,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",Drama            ,1992,156,8.0,59        ,301316,63.9
372,Slumdog Millionaire,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",Crime,2008,120,8.0,84        ,851093,141.32
373,Lion,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",Biography,2016,118,8.0,69        ,239590,51.74
374,Big Fish,A frustrated son tries to determine the fact from fiction in his dying father's life.,Adventure,2003,125,8.0,58        ,444677,66.26
375,The Maltese Falcon,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",Crime,1941,100,8.0,97        ,160597,2.11
376,Contratiempo,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,Crime,2016,106,8.0,0,179394,0.0
377,The King's Speech,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Biography,2010,118,8.0,88        ,685415,138.8
378,Young Frankenstein,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Comedy            ,1974,106,8.0,83        ,160885,86.3
379,Butch Cassidy and the Sundance Kid,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",Biography,1969,110,8.0,66        ,218450,102.31
380,Blood Diamond,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Adventure,2006,143,8.0,64        ,556233,57.37
381,Rosemary's Baby,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Drama,1968,137,8.0,96        ,220483,0.0
382,Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",Crime,2003,178,8.0,59        ,151037,1.53
383,Planet of the Apes,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,Adventure,1968,112,8.0,79        ,182735,33.4
384,Dog Day Afternoon,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",Biography,1975,125,8.0,86        ,260114,50.0
385,Kill Bill: Vol. 2,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Action,2004,137,8.0,83        ,763734,66.21
386,Pâfekuto burû,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",Animation,1997,81,8.0,67        ,80010,0.78
387,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",Comedy,1989,120,8.0,93        ,104169,27.55
388,Akira,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",Animation,1988,124,8.0,67        ,189887,0.55
389,Bãhubali: The Beginning,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",Action,2015,159,8.0,0,127650,6.74
390,Chung Hing sam lam,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",Comedy,1994,102,8.0,78        ,85029,0.6
391,Fiddler on the Roof,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",Drama,1971,181,8.0,67        ,44619,80.5
392,The Hustler,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,Drama,1961,134,8.0,90        ,83386,8.28
393,Sling Blade,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Drama            ,1996,135,8.0,84        ,95231,24.48
394,Life of Brian,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Comedy            ,1979,94,8.0,77        ,403817,20.05
395,The Bourne Ultimatum,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Action,2007,115,8.0,85        ,638965,227.47
396,Annie Hall,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Comedy,1977,93,8.0,92        ,267985,39.2
397,Gandhi,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Biography,1982,191,8.0,79        ,234041,52.77
398,The Last Picture Show,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Drama,1971,118,8.0,93        ,49313,29.13
399,Papillon,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",Biography,1973,151,8.0,58        ,132503,53.27
400,Roman Holiday,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,Comedy,1953,118,8.0,78        ,140671,0.0
401,Solaris,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,Drama,1972,167,8.0,93        ,93102,0.0
402,La dolce vita,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,Comedy,1960,174,8.0,95        ,74550,19.52
403,8½,A harried movie director retreats into his memories and fantasies.,Drama            ,1963,138,8.0,92        ,119749,0.05
404,High Noon,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train.",Drama,1952,85,8.0,89        ,105773,9.45
405,Ip Man,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",Action,2008,106,8.0,59        ,226023,0.0
