,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
494,A Christmas Story,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",Comedy,1983,93,7.9,77        ,160149,20.61
495,Marriage Story,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,Drama,2019,137,7.9,94        ,316523,2.0
496,Wonder,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Drama,I) (,113,7.9,66        ,167383,132.42
497,Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Animation,2009,87,7.9,83        ,237852,21.0
498,The Bourne Identity,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Action,2002,119,7.9,68        ,552084,121.66
499,The Blues Brothers,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",Action,1980,133,7.9,60        ,203383,57.23
500,Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Adventure,2012,127,7.9,79        ,637365,124.99
501,Sing Street,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,Comedy,2016,106,7.9,79        ,96055,3.24
502,X-Men: Days of Future Past,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,Action,2014,132,7.9,75        ,718027,233.92
503,Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Biography,2013,117,7.9,77        ,493939,27.3
504,District 9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,Action,2009,112,7.9,81        ,687897,115.65
505,The Wrestler,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",Drama,2008,109,7.9,80        ,309456,26.24
506,Shaun of the Dead,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Comedy,2004,99,7.9,76        ,564110,13.54
507,Boyhood,"The life of Mason, from early childhood to his arrival at college.",Drama            ,I) (,165,7.9,100        ,357356,25.38
508,Edward Scissorhands,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,Drama,1990,105,7.9,74        ,497342,56.36
509,This Is Spinal Tap,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Comedy,1984,82,7.9,92        ,141503,4.74
510,In the Heat of the Night,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",Drama,1967,110,7.9,76        ,78047,24.38
511,Brazil,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Drama,1985,132,7.9,84        ,203203,9.93
512,Toy Story 2,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",Animation,1999,92,7.9,88        ,587378,245.85
513,The Man from Earth,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,Drama,2007,87,7.9,0,190035,0.0
514,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,Crime,1945,111,7.9,88        ,26627,0.0
515,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Drama,2013,109,7.9,94        ,161305,8.11
516,The Ten Commandments,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",Adventure,1956,220,7.9,0,72161,93.74
517,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Drama,1965,197,7.9,69        ,78291,111.72
518,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Crime,1993,180,7.9,47        ,32174,4.5
519,Låt den rätte komma in,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Drama,2008,114,7.9,82        ,219916,2.12
520,Carlito's Way,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Crime,1993,144,7.9,66        ,221495,36.95
521,Spartacus,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",Adventure,1960,197,7.9,87        ,136746,30.0
522,The Nightmare Before Christmas,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Animation,1993,76,7.9,82        ,347541,75.08
523,Kôkaku Kidôtai,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Animation,1995,83,7.9,76        ,145803,0.52
524,Charade,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Comedy,1963,113,7.9,83        ,79657,13.47
525,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Drama            ,1951,122,7.9,97        ,109782,8.0
526,All the President's Men,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Drama,1976,138,7.9,84        ,118006,70.6
527,Nosferatu,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,Fantasy,1922,94,7.9,0,99381,0.0
528,The Searchers,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,Adventure,1956,119,7.9,94        ,91124,0.0
529,Per un pugno di dollari,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Action,1964,99,7.9,65        ,220525,14.5
530,The Artist,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,Comedy,I) (,100,7.9,89        ,243147,44.67
531,Harold and Maude,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Comedy,1971,91,7.9,62        ,78687,0.0
532,Manbiki kazoku,A family of small-time crooks take in a child they find outside in the cold.,Crime,2018,121,7.9,93        ,78811,3.31
533,Serbuan maut 2: Berandal,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Action,2014,150,7.9,71        ,125276,2.63
534,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Action,1969,145,7.9,98        ,86039,12.06
535,Ying xiong,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Action,2002,120,7.9,85        ,183080,53.71
536,My Name Is Khan,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,Adventure,2010,165,7.9,50        ,109300,4.02
537,Togo,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",Adventure,2019,113,7.9,69        ,50618,0.0
538,Dancer in the Dark,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,Crime,2000,140,7.9,61        ,111631,4.18
539,Trois couleurs: Bleu,A woman struggles to find a way to live her life after the death of her husband and child.,Drama,1993,94,7.9,85        ,104342,1.32
540,King Kong,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,Adventure,1933,100,7.9,90        ,86879,10.0
541,The Big Sleep,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",Crime,1946,114,7.9,86        ,86995,6.54
542,My Left Foot: The Story of Christy Brown,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Biography,1989,103,7.9,97        ,75677,14.74
543,Amour,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Drama            ,2012,127,7.9,95        ,101847,6.74
544,Vivre sa vie: Film en douze tableaux,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Drama            ,1962,80,7.9,0,32924,0.0
545,Short Term 12,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,Drama            ,2013,96,7.9,82        ,88902,1.01
546,Mimi wo sumaseba,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Animation,1995,111,7.9,75        ,64679,0.0
547,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Action,2006,141,7.9,89        ,164588,13.76
548,Rope,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Crime,1948,80,7.9,73        ,145910,0.0
549,Arsenic and Old Lace,A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,Comedy,1944,118,7.9,0,72048,0.0
550,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",Comedy,1940,112,7.9,96        ,70532,0.0
551,The Manchurian Candidate,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,Drama,1962,126,7.9,94        ,76588,0.0
552,Patton,The World War II phase of the career of controversial American general George S. Patton.,Biography,1970,172,7.9,86        ,103592,61.7
553,Notorious,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,Drama,1946,102,7.9,100        ,102594,10.46
554,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,Drama,2002,112,7.9,86        ,113911,9.28
555,The Adventures of Robin Hood,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",Action,1938,102,7.9,97        ,52066,3.98
556,Strangers on a Train,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Crime,1951,101,7.9,88        ,135528,7.63
557,The Lion in Winter,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",Biography,1968,134,7.9,0,32171,22.28
558,Taeksi woonjunsa,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",Action,2017,137,7.9,69        ,26078,1.53
559,Once Were Warriors,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,Crime,1994,102,7.9,77        ,35034,2.2
560,The Thin Man,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",Comedy,1934,91,7.9,86        ,30779,0.0
561,Harvey,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",Comedy,1950,104,7.9,0,56302,0.0
562,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Drama            ,1970,113,7.9,100        ,31405,0.54
563,In Cold Blood,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",Biography,1967,134,7.9,89        ,27261,0.0
564,Kal Ho Naa Ho,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Comedy,2003,186,7.9,54        ,70904,1.79
565,Gegen die Wand,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",Drama,2004,121,7.9,78        ,55251,0.0
566,Cat on a Hot Tin Roof,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Drama            ,1958,108,7.9,84        ,50562,17.57
567,Laura,A police detective falls in love with the woman whose murder he is investigating.,Drama,1944,88,7.9,0,48420,4.36
568,Bin-jip,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,Crime,2004,88,7.9,72        ,56013,0.24
569,"4 luni, 3 saptamâni si 2 zile",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,Drama            ,2007,113,7.9,97        ,61200,1.19
570,Sacrifice,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Drama            ,1986,149,7.9,0,29057,0.3
571,Gully Boy,A coming-of-age story based on the lives of street rappers in Mumbai.,Drama,2019,154,7.9,65        ,40678,5.57
572,Amarcord,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,Comedy,1973,123,7.9,0,44466,0.58
573,Kagemusha,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Drama,1980,180,7.9,84        ,36320,0.0
574,C.R.A.Z.Y.,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",Comedy,2005,129,7.9,81        ,33267,0.0
575,Super 30,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Biography,2019,154,7.9,0,33089,2.27
576,Miracle on 34th Street,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",Comedy,1947,96,7.9,88        ,50878,2.65
577,In a Lonely Place,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Drama,1950,94,7.9,0,32505,0.0
578,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Crime,2000,114,7.9,80        ,54031,1.22
579,Vozvrashchenie,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Drama            ,2003,110,7.9,82        ,46083,0.5
580,Jab We Met,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,Comedy,2007,138,7.9,0,54344,0.41
581,The Big Heat,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Crime,1953,89,7.9,0,27330,0.0
582,Le cercle rouge,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",Crime,1970,140,7.9,91        ,26118,0.37
583,Hiroshima mon amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,Drama,1959,90,7.9,0,33236,0.09
584,Bronenosets Potemkin,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Drama,1925,75,7.9,97        ,58806,0.05
585,Sullivan's Travels,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,Adventure,1941,90,7.9,0,26992,0.0
586,Hoje Eu Quero Voltar Sozinho,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend, Giovana, and the way he sees the world change completely with the arrival of Gabriel.",Drama,2014,96,7.9,71        ,26047,0.1
587,Ascenseur pour l'échafaud,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Crime,1958,91,7.9,94        ,26530,0.11
588,No Man's Land,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Comedy,I) (,98,7.9,84        ,47609,1.06
589,Darbareye Elly,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Drama,2009,119,7.9,87        ,54351,0.11
590,The Lost Weekend,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,Drama,1945,101,7.9,0,37985,9.46
591,Dev.D,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",Comedy,2009,144,7.9,0,31109,0.01
592,La règle du jeu,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",Comedy,1939,110,7.9,98        ,29754,0.0
593,La belle et la bête,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",Drama,1946,96,7.9,92        ,26942,0.3
594,Baby,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",Action,I) (,159,7.9,0,58436,0.0
595,Badhaai ho,A man is embarrassed when he finds out his mother is pregnant.,Comedy,2018,124,7.9,0,35512,0.0
596,M.S. Dhoni: The Untold Story,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Biography,2016,184,7.9,0,61105,1.78
597,Airlift,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Action,2016,130,7.9,0,57541,0.0
598,Padman,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",Comedy,2018,140,7.9,0,26850,1.66
599,Avatar: The Way of Water,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",Action,2022,192,7.8,67        ,288454,0.0
600,The Banshees of Inisherin,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",Comedy,2022,114,7.8,87        ,127723,0.0
601,Im Westen nichts Neues,A young German soldier's terrifying experiences and distress on the western front during World War I.,Action,2022,148,7.8,76        ,134803,0.0
602,The Batman,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Action,2022,176,7.8,72        ,669805,0.0
603,The Gentlemen,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Action,2019,113,7.8,51        ,347624,36.47
604,Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",Drama,2005,129,7.8,82        ,301763,38.41
605,Rogue One,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Action,2016,133,7.8,65        ,646704,532.18
606,Hidden Figures,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Biography,2016,127,7.8,74        ,234811,169.61
607,Little Women,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Drama,2019,135,7.8,91        ,211515,108.1
608,Drive,"A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver,",Action,I) (,100,7.8,78        ,650897,35.06
609,Verdens verste menneske,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Comedy,2021,128,7.8,90        ,73765,0.0
610,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Crime,2015,168,7.8,68        ,611146,54.12
611,Dunkirk,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Action,2017,106,7.8,94        ,668857,188.37
612,Star Wars: Episode VII - The Force Awakens,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",Action,2015,138,7.8,80        ,937207,936.66
613,About Time,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Comedy,I) (,123,7.8,55        ,357504,15.32
614,The Breakfast Club,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,Comedy,1985,97,7.8,66        ,405373,45.88
615,The Big Short,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",Biography,2015,130,7.8,81        ,438253,70.26
616,Tombstone,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",Biography,1993,130,7.8,50        ,152631,56.51
617,Call Me by Your Name,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",Drama,2017,132,7.8,94        ,280191,18.1
618,The Irishman,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Biography,2019,209,7.8,94        ,394735,7.0
619,Apocalypto,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Action,2006,139,7.8,68        ,316654,50.87
620,The Notebook,"A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.",Drama,2004,123,7.8,53        ,579585,81.0
621,Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Comedy,2006,101,7.8,80        ,487838,59.89
622,The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",Biography,2010,120,7.8,95        ,711467,96.96
623,The Hobbit: An Unexpected Journey,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",Fantasy            ,2012,169,7.8,58        ,835253,303.0
624,Thirteen Lives,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,Action,2022,147,7.8,66        ,56614,0.0
625,Ghostbusters,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Action,1984,105,7.8,71        ,420720,238.63
626,Predator,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,Action,1987,107,7.8,47        ,428650,59.74
627,Atonement,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Drama,2007,123,7.8,85        ,282910,50.93
628,Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Crime,2014,117,7.8,76        ,557055,32.38
629,Manchester by the Sea,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Drama            ,2016,137,7.8,96        ,287880,47.7
630,Midnight Cowboy,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",Drama            ,1969,113,7.8,79        ,113110,44.79
631,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Crime,I) (,112,7.8,66        ,439283,54.58
632,Skyfall,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Action,2012,143,7.8,81        ,702964,304.36
633,Captain America: Civil War,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,Action,2016,147,7.8,75        ,796322,408.08
634,Ferris Bueller's Day Off,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",Comedy            ,1986,103,7.8,61        ,364054,70.14
635,The Girl with the Dragon Tattoo,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,Crime,2011,158,7.8,71        ,468841,102.52
636,Cast Away,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,Adventure,2000,143,7.8,73        ,599477,233.63
637,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",Drama,1974,113,7.8,87        ,114117,4.42
638,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Drama,2008,166,7.8,70        ,658172,127.51
639,American Gangster,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Biography,2007,157,7.8,76        ,431242,130.16
640,Willy Wonka & the Chocolate Factory,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Family,1971,100,7.8,67        ,205933,4.0
641,Remember the Titans,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Biography,2000,113,7.8,48        ,219007,115.65
642,The Hobbit: The Desolation of Smaug,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Fantasy            ,2013,161,7.8,66        ,670713,258.37
643,Taken,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Action,I) (,90,7.8,51        ,608511,145.0
644,The Last Samurai,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Action,2003,154,7.8,55        ,446385,111.11
645,A Bronx Tale,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,Crime,1993,121,7.8,80        ,145363,17.27
646,Captain America: The Winter Soldier,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Action,2014,136,7.8,70        ,853490,259.77
647,Hot Fuzz,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",Action,2007,121,7.8,81        ,510905,23.64
648,Mary Poppins,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Comedy,1964,139,7.8,88        ,176031,102.27
649,The Fighter,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",Action,I) (,116,7.8,79        ,372659,93.62
650,The Untouchables,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",Crime,1987,119,7.8,79        ,314448,76.27
651,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Action,2013,134,7.8,82        ,466714,107.1
652,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Biography,2005,136,7.8,72        ,254283,119.52
653,Captain Fantastic,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Comedy,2016,118,7.8,72        ,222114,5.88
